timeStep  pedestrianId  x 	 y 	 Vx 	 Vy 
timestep  = 0.049999999999999996 [s] 
0	0	1.5135576523258845	3.4046716319384602	0.0	0.0
0	1	4.3217931304631785	-3.011899828191387	0.0	0.0
0	2	2.5393948576176113	-1.2100586430513296	0.0	0.0
0	3	4.312427920143094	-3.082485403615296	0.0	0.0
0	4	7.765886111278336	-2.235376447005753	0.0	0.0
0	5	5.498667013525242	-2.05158738013383	0.0	0.0
0	6	3.2698964509419	1.2278817788712857	0.0	0.0
0	7	2.5170818490152094	3.101456364618299	0.0	0.0
0	8	8.308574036793527	0.9961100405359744	0.0	0.0
0	9	8.616354956027072	-0.7768635279351814	0.0	0.0
1	0	1.509009907419406	3.396574196506557	-0.09095489812956836	-0.16194870863806635
1	1	4.3140826763975335	-3.0036034605288227	-0.15420908131290154	0.1659273532512884
1	2	2.5298782832428643	-1.2085216195786055	-0.19033148749493753	0.030740469454484283
1	3	4.304479863653667	-3.0824673237437397	-0.15896112978851984	0.0003615974311307779
1	4	7.756959536908915	-2.2337444356107214	-0.17853148738842348	0.03264022790062475
1	5	5.490104235877526	-2.0495888241469706	-0.17125555295430267	0.03997111973717973
1	6	3.261049563119216	1.2267183425947412	-0.17693775645368126	-0.02326872553089032
1	7	2.5103426225658496	3.0951123304362556	-0.13478452898719656	-0.12688068364086777
1	8	8.299863775008976	0.9959174667548242	-0.1742052356910113	-0.0038514756230054407
1	9	8.607170183277999	-0.7768602183430378	-0.1836954549814617	6.619184287256827e-05
2	0	1.50036859881827	3.38118966509202	-0.1728261720227217	-0.30769062829073734
2	1	4.299377607592218	-2.9878986167482533	-0.2941013761063038	0.3140968756113828
2	2	2.5117967312903353	-1.2056012415554282	-0.3616310390505801	0.058407560463543395
2	3	4.289682091920314	-3.082284261587566	-0.295955434667069	0.0036612431234738447
2	4	7.7399989043233015	-2.230643933866511	-0.33921265171227033	0.06201003488421088
2	5	5.47383567221237	-2.0457914438411517	-0.3253712733031089	0.07594760611637676
2	6	3.2442405826324983	1.2245076269900215	-0.336179609734356	-0.04421431209439711
2	7	2.497540741979675	3.083059867654362	-0.25603761172349715	-0.2410492556378645
2	8	8.283314471466971	0.9955517767804204	-0.33098607084009457	-0.007313799488076658
2	9	8.589720472343293	-0.7768539489109358	-0.34899421869410374	0.00012538864203724698
3	0	1.488044359300766	3.3592472382937366	-0.24648479035008075	-0.4388485359656681
3	1	4.278277388269479	-2.9656876359355455	-0.42200438645478694	0.4442196162541564
3	2	2.4860066420346394	-1.2014358178835944	-0.5158017851139167	0.08330847343667502
3	3	4.2688762967919756	-3.081705560123727	-0.41611590256677444	0.011574029276779429
3	4	7.715807452617896	-2.226222149652318	-0.48382903410811445	0.08843568428386
3	5	5.450632962917508	-2.040374854615892	-0.4640541858972403	0.10833178450519547
3	6	3.2202658756580256	1.2213540814596813	-0.47949413948945613	-0.06307091060680252
3	7	2.4792860301082182	3.0658711848862805	-0.36509423742913427	-0.3437736553616283
3	8	8.259710405939575	0.9950304627797447	-0.4720813105479204	-0.010426280013513322
3	9	8.564834571524374	-0.7768448652085682	-0.4977180163783873	0.0001816740473520421
4	0	1.4724085077692235	3.3314028560845825	-0.3127170306308474	-0.5568876441830833
4	1	4.251308108195613	-2.937863797923347	-0.539385601477318	0.5564767602439721
4	2	2.4532788150939804	-1.196149832358219	-0.6545565388131804	0.10571971050751199
4	3	4.242726727926663	-3.0804671000901487	-0.522991377306253	0.024769200671568015
4	4	7.685108068249825	-2.2206116083324057	-0.6139876873614121	0.11221082639824649
4	5	5.421190935322485	-2.0335005897694	-0.5888405519004596	0.13748529692984104
4	6	3.189842225156912	1.2173516127199833	-0.6084730100222719	-0.0800493747939601
4	7	2.456128214161873	3.0440614639978247	-0.46315631892690035	-0.4361944177691198
4	8	8.229757551542033	0.9943692529981144	-0.5990570879508563	-0.013224195632605724
4	9	8.533258946486278	-0.7768331427375629	-0.631512500761931	0.00023444942010604272
5	0	1.4537970150426835	3.298246589460054	-0.3722298545307977	-0.663125332490576
5	1	4.218950316143128	-2.9052854990970163	-0.6471558410496943	0.651565976526619
5	2	2.4143069750631554	-1.1898553250992048	-0.7794368006164962	0.12589014518028194
5	3	4.211781767120746	-3.0783035116995956	-0.6188992161183466	0.043271767811060166
5	4	7.6485513166255386	-2.213931620606232	-0.7311350324857362	0.13359975452347775
5	5	5.386135283005877	-2.025313937183536	-0.701113046332175	0.16373305171728242
5	6	3.1536147943333277	1.2125846288988362	-0.7245486164716807	-0.09533967642294158
5	7	2.4285629298010254	3.0180945968309727	-0.5513056872169552	-0.5193373433370381
5	8	8.194091345375172	0.9935822876546864	-0.7133241233372256	-0.01573930686856121
5	9	8.495665707916558	-0.776818884076245	-0.7518647713943905	0.00028517322635777053
6	0	1.432514045906243	3.2603089969043006	-0.4256593827288081	-0.7587518511150644
6	1	4.181651412837118	-2.868753608340833	-0.7459780661202117	0.7306378151236632
6	2	2.3697154824755486	-1.1826531359550148	-0.8918298517521392	0.1440437828838021
6	3	4.176511792101485	-3.0749699180848924	-0.7053995003852043	0.06667187229406024
6	4	7.6067226707842055	-2.2062896037831576	-0.8365729168266605	0.15284033646148057
6	5	5.346029472177936	-2.0159455954849785	-0.8021162165588277	0.18736683397114348
6	6	3.112164296061095	1.2071289749377268	-0.8290099654446504	-0.10911307922218906
6	7	2.397037140502741	2.9883883556450863	-0.6305157859656845	-0.5941248237177299
6	8	8.15328369075938	0.9926822799755308	-0.8161530923158252	-0.018000153583111824
